City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Florianopolis,BR,-27.6146,-48.5012,80.76,60,51,8.32,broken clouds
344,Osakarovka,KZ,50.565,72.5692,14.58,69,100,5.95,overcast clouds
345,Ekhabi,RU,53.5102,142.9671,19.45,83,100,15.57,overcast clouds
346,Ancud,CL,-41.8697,-73.8203,59.65,62,41,9.91,scattered clouds
347,Jieshi,CN,22.8134,115.8257,67.86,76,6,7.49,clear sky
348,Labuhan Deli,ID,3.7278,98.6738,75.02,94,100,7.96,overcast clouds
349,Laguna,US,38.421,-121.4238,57.24,65,0,3.22,clear sky
350,Pavlodar,KZ,52.3,76.95,12.61,84,100,6.96,overcast clouds
351,Coromandel,BR,-18.4733,-47.2003,86.63,44,100,2.73,overcast clouds
352,Xonacatlan,MX,19.4022,-99.5325,63.01,51,15,2.24,few clouds
353,Maceio,BR,-9.6658,-35.7353,84.04,70,93,17.18,overcast clouds
354,Oranjemund,NA,-28.55,16.4333,65.5,79,9,12.26,clear sky
355,Marzuq,YE,14.4,46.4667,69.28,30,0,6.51,clear sky
356,Conde,BR,-7.2597,-34.9075,85.91,56,62,13.91,broken clouds
357,Esperance,AU,-33.8667,121.9,61.38,78,83,11.03,broken clouds
358,Chardara,KZ,41.2547,67.9692,51.44,26,60,5.53,broken clouds
359,Saint Anthony,US,45.0205,-93.218,36.43,62,100,6.22,overcast clouds
360,Tadepallegudem,IN,16.8333,81.5,72.5,82,93,4.7,overcast clouds
361,Tual,ID,-5.6667,132.75,83.53,72,100,4.27,overcast clouds
362,Sambava,MG,-14.2667,50.1667,76.57,83,27,7.47,light rain
363,Varkaus,FI,62.3153,27.873,18.12,79,100,10.65,overcast clouds
364,Bull Savanna,JM,17.8868,-77.5902,81.55,55,98,3.53,overcast clouds
365,Jawhar,SO,2.7809,45.5005,78.96,76,31,12.73,scattered clouds
366,Fort Dodge,US,42.4975,-94.168,49.69,49,99,10.0,overcast clouds
367,Hervey Bay,AU,-25.2986,152.8535,74.75,86,100,10.94,light rain
368,Matara,LK,5.9485,80.5353,76.86,87,93,3.62,overcast clouds
369,Champerico,GT,14.3,-91.9167,82.4,64,0,4.09,clear sky
370,Sovetskiy,RU,61.3614,63.5842,31.51,88,83,12.01,broken clouds
371,Kyren,RU,51.6828,102.1408,10.22,80,25,2.21,scattered clouds
372,Baijiantan,CN,45.6333,85.1833,25.2,54,2,5.48,clear sky
373,Maragogi,BR,-9.0122,-35.2225,84.22,64,78,13.78,broken clouds
374,Shuangyang,CN,43.5242,125.6736,25.93,81,100,6.64,light snow
375,Buraydah,SA,26.326,43.975,65.44,21,0,6.91,clear sky
376,Vila Franca Do Campo,PT,37.7167,-25.4333,59.99,63,25,6.08,scattered clouds
377,Lubango,AO,-14.9172,13.4925,69.6,56,97,0.65,overcast clouds
378,Obanazawa,JP,38.6033,140.4019,37.36,85,63,2.08,broken clouds
379,Kuytun,RU,54.3419,101.5036,19.36,96,100,4.88,overcast clouds
380,Gort,IE,53.0664,-8.8167,49.5,92,92,8.77,overcast clouds
381,Ixtapa,MX,20.7,-105.2,86.04,41,10,3.31,clear sky
382,Gat,IL,31.61,34.7642,74.34,34,54,4.18,broken clouds
383,Stephenville,US,32.2207,-98.2023,63.7,34,0,11.32,clear sky
384,Krasnoselkup,RU,65.7,82.4667,2.43,96,100,17.45,snow
385,Poum,NC,-20.2333,164.0167,79.95,80,3,14.83,clear sky
386,Fortuna,US,40.5982,-124.1573,54.79,85,42,4.34,scattered clouds
387,Shimoda,JP,34.6667,138.95,54.84,68,25,10.29,scattered clouds
388,Waimana,NZ,-38.15,177.0833,59.07,78,84,2.01,moderate rain
389,Banda Aceh,ID,5.5577,95.3222,75.47,93,100,4.7,moderate rain
390,Bandipur,NP,27.9333,84.4167,50.49,77,80,2.44,broken clouds
391,Tuatapere,NZ,-46.1333,167.6833,48.36,87,32,2.82,scattered clouds
392,Grand-Santi,GF,4.25,-54.3833,91.98,45,73,5.08,broken clouds
393,Vanimo,PG,-2.6741,141.3028,78.78,84,100,2.06,overcast clouds
394,Pitimbu,BR,-7.4706,-34.8086,84.56,64,65,12.64,broken clouds
395,Matagami,CA,49.7502,-77.6328,22.6,88,100,4.54,light snow
396,Bonga,ET,7.2833,36.2333,64.11,59,73,1.43,broken clouds
397,Samarai,PG,-10.6167,150.6667,82.06,81,77,7.92,broken clouds
398,Silopi,TR,37.2497,42.4694,58.86,52,20,1.61,few clouds
399,Vanavara,RU,60.34,102.2797,-11.94,99,56,4.16,broken clouds
400,Guadalupe Y Calvo,MX,26.1,-106.9667,53.96,56,98,2.68,overcast clouds
401,Bangassou,CF,4.7413,22.8184,70.14,97,100,2.55,light rain
402,Sinnamary,GF,5.3833,-52.95,83.05,75,96,8.97,overcast clouds
403,Namanga,KE,-2.5433,36.7905,69.84,75,97,3.33,light rain
404,Bria,CF,6.5423,21.9863,82.29,36,67,1.03,broken clouds
405,Sisimiut,GL,66.9395,-53.6735,32.97,98,100,8.37,snow
406,Pevek,RU,69.7008,170.3133,3.38,96,100,2.13,overcast clouds
407,Saint John,CA,45.2727,-66.0677,29.7,96,100,13.4,snow
408,Kailua,US,21.4022,-157.7394,74.7,61,29,21.34,scattered clouds
409,Berbera,SO,10.4396,45.0143,81.93,56,11,7.96,few clouds
410,Bela,IN,25.9333,81.9833,64.72,48,56,4.85,broken clouds
411,Alice Springs,AU,-23.7,133.8833,72.63,27,0,5.93,clear sky
412,Tiksi,RU,71.6872,128.8694,-21.5,100,90,5.97,overcast clouds
413,Kosa,RU,59.9445,54.9977,31.44,97,100,4.83,overcast clouds
414,Buin,CL,-33.7333,-70.75,86.63,12,0,11.95,clear sky
415,Treinta Y Tres,UY,-33.2333,-54.3833,64.22,90,99,24.47,moderate rain
416,Kalmunai,LK,7.4167,81.8167,78.15,82,67,2.86,broken clouds
417,Arlit,NE,18.7369,7.3853,83.35,11,77,5.23,broken clouds
418,Cuiaba,BR,-15.5961,-56.0967,90.48,54,49,5.03,scattered clouds
419,Cangzhou,CN,38.3167,116.8667,37.92,91,100,5.7,overcast clouds
420,Bilma,NE,18.6853,12.9164,82.81,14,95,6.96,overcast clouds
421,Saskylakh,RU,71.9167,114.0833,-18.92,99,99,4.14,overcast clouds
422,Evensk,RU,61.95,159.2333,16.52,93,100,4.07,snow
423,La Peca,PE,-5.6111,-78.435,85.06,50,87,2.48,light rain
424,Fujin,CN,47.26,132.0322,7.34,89,100,4.85,overcast clouds
425,Marawi,PH,7.9986,124.2928,68.22,95,70,1.92,broken clouds
426,Gatesville,US,31.4352,-97.7439,64.15,36,0,6.89,clear sky
427,Avera,US,33.194,-82.5271,53.28,28,26,7.7,scattered clouds
428,Tomohon,ID,1.3346,124.8392,66.2,95,98,2.33,light rain
429,Sola,VU,-13.8833,167.55,81.25,75,92,10.29,overcast clouds
430,Qui Nhon,VN,13.7667,109.2333,76.28,94,100,14.85,overcast clouds
431,Rio De Janeiro,BR,-22.9028,-43.2075,86.79,56,12,9.4,few clouds
432,Kajaani,FI,64.2273,27.7285,13.19,88,100,8.08,overcast clouds
433,Nizwa,OM,22.9333,57.5333,71.42,33,0,2.93,clear sky
434,Margate,GB,51.3813,1.3862,39.83,77,41,15.01,scattered clouds
435,Surab,PK,28.4914,66.2585,48.94,34,28,2.59,scattered clouds
436,Staraya Poltavka,RU,50.4772,46.4814,44.17,78,100,19.06,overcast clouds
437,Taraz,KZ,42.9,71.3667,38.88,47,46,4.0,scattered clouds
438,Nouadhibou,MR,20.931,-17.0347,70.43,54,60,16.96,broken clouds
439,Xam Nua,LA,20.4197,104.0439,54.3,99,66,2.26,broken clouds
440,Tooele,US,40.5308,-112.2983,52.0,36,6,2.46,clear sky
441,La Romana,DO,18.4273,-68.9728,85.75,57,22,2.66,few clouds
442,Nikolskoye,RU,59.7035,30.7861,22.69,93,100,10.87,snow
443,Kamenka,RU,51.3223,42.7678,46.09,92,100,18.01,overcast clouds
444,Angoche,MZ,-16.2325,39.9086,77.2,70,1,8.01,clear sky
445,Mana,GF,5.6592,-53.7767,83.62,73,68,8.79,broken clouds
446,Vao,NC,-22.6667,167.4833,75.85,89,96,18.12,overcast clouds
447,Camalu,MX,30.85,-116.0667,70.21,34,0,2.75,clear sky
448,Cairns,AU,-16.9167,145.7667,76.91,89,54,4.94,moderate rain
449,Taltal,CL,-25.4,-70.4833,65.32,66,11,5.32,few clouds
450,Aguimes,ES,27.9054,-15.4461,62.98,66,62,19.73,broken clouds
451,Severo-Kurilsk,RU,50.6789,156.125,36.05,98,100,12.5,light rain
452,Sabha,LY,27.0377,14.4283,62.19,15,75,9.91,broken clouds
453,Clermont,FR,49.5,2.4167,35.28,86,14,7.02,few clouds
454,Kasempa,ZM,-13.4584,25.8338,74.75,54,100,1.34,overcast clouds
455,Prince Rupert,CA,54.3161,-130.3201,35.17,83,71,9.33,broken clouds
456,Asha,RU,54.9973,57.2722,30.27,93,100,2.26,overcast clouds
457,Yumen,CN,40.2833,97.2,19.33,47,0,3.6,clear sky
458,Jasper,US,37.2001,-94.3502,55.36,48,1,19.46,clear sky
459,North Bend,US,43.4065,-124.2243,53.83,84,100,4.52,overcast clouds
460,Lerwick,GB,60.1545,-1.1494,41.95,76,100,34.83,overcast clouds
461,Abu Kamal,SY,34.4506,40.9171,64.51,44,14,2.93,few clouds
462,Visavadar,IN,21.3833,70.6833,72.84,37,88,7.78,overcast clouds
463,Olafsvik,IS,64.8945,-23.7142,30.88,94,100,16.78,snow
464,Fershampenuaz,RU,53.5202,59.8117,17.11,86,19,4.29,few clouds
465,Kpandae,GH,8.4689,-0.0113,93.45,28,43,1.03,scattered clouds
466,Hashtrud,IR,37.4779,47.0508,43.81,69,1,2.37,clear sky
467,Thanh Hoa,VN,19.8,105.7667,66.38,77,53,4.05,broken clouds
468,Sladkovo,RU,55.5284,70.3385,17.46,85,100,7.45,overcast clouds
469,Macau,MO,22.2006,113.5461,72.52,59,4,7.23,clear sky
470,Mnogovershinnyy,RU,53.9353,139.9242,5.59,89,91,7.14,overcast clouds
471,Grand Gaube,MU,-20.0064,57.6608,78.49,63,7,9.01,clear sky
472,Bulgan,MN,48.8125,103.5347,8.73,85,23,3.91,few clouds
473,La Baule-Escoublac,FR,47.2922,-2.364,43.9,64,100,1.61,overcast clouds
474,Sayansk,RU,54.1088,102.1648,20.16,93,100,5.86,overcast clouds
475,Kandrian,PG,-6.2167,149.55,77.74,89,100,5.39,overcast clouds
476,Yenagoa,NG,4.9247,6.2642,80.6,82,97,5.12,moderate rain
477,Dzhebariki-Khaya,RU,62.2167,135.8,-13.9,99,100,1.41,overcast clouds
478,Tessalit,ML,20.1986,1.0114,83.43,16,4,9.6,clear sky
479,Quelimane,MZ,-17.8786,36.8883,72.36,69,51,6.13,broken clouds
480,Phangnga,TH,8.4509,98.5298,72.73,99,100,2.8,light rain
481,Gwadar,PK,25.1216,62.3254,75.7,63,1,7.43,clear sky
482,Peniche,PT,39.3558,-9.3811,57.2,72,76,15.73,broken clouds
483,Muisne,EC,0.6,-80.0333,78.84,75,99,10.69,overcast clouds
484,Sampit,ID,-2.5333,112.95,73.96,99,100,2.33,overcast clouds
485,Boende,CD,-0.2167,20.8667,72.41,91,99,1.63,overcast clouds
486,Ahuimanu,US,21.4447,-157.8378,73.38,62,31,18.48,scattered clouds
487,Grindavik,IS,63.8424,-22.4338,34.27,99,100,12.68,snow
488,Kupang,ID,-10.1667,123.5833,78.51,86,100,4.23,overcast clouds
489,Vila,PT,42.0304,-8.1588,40.08,91,98,3.0,overcast clouds
490,Ketchikan,US,55.3422,-131.6461,31.19,84,71,6.98,broken clouds
491,Acapulco,MX,16.8634,-99.8901,83.46,60,0,2.73,clear sky
492,Rolla,US,37.9514,-91.7713,52.07,43,61,14.7,broken clouds
493,Cumra,TR,37.5732,32.7745,56.03,54,100,13.11,overcast clouds
494,Tigil,RU,57.8,158.6667,10.11,93,100,4.23,overcast clouds
495,Taree,AU,-31.9,152.4667,61.23,97,85,2.17,overcast clouds
496,Qasigiannguit,GL,68.8193,-51.1922,32.77,96,100,6.73,light snow
497,Altus,US,34.6381,-99.334,65.8,26,0,10.11,clear sky
498,Privolnyy,RU,44.0998,46.6587,49.51,86,22,14.74,few clouds
499,Bethalto,US,38.9092,-90.0407,45.52,41,50,14.14,scattered clouds
500,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.51,79,11,11.77,few clouds
501,Kiunga,PG,-6.1219,141.2906,73.35,100,100,1.19,moderate rain
502,Murray Bridge,AU,-35.1167,139.2667,60.39,49,0,2.51,clear sky
503,Namibe,AO,-15.1961,12.1522,73.31,68,15,8.5,few clouds
504,Mbekenyera,TZ,-10.0,38.9833,74.07,88,69,8.32,light rain
505,Vestmanna,FO,62.1564,-7.1664,33.93,70,100,26.96,overcast clouds
506,Aginskoye,RU,51.1,114.53,12.27,84,22,11.32,few clouds
507,Kula,TR,38.5473,28.6498,57.33,87,100,16.26,light rain
508,Belmonte,BR,-15.8631,-38.8828,81.52,74,65,14.58,broken clouds
509,Roma,US,43.2128,-75.4557,31.69,75,91,8.32,overcast clouds
510,Camacha,PT,33.0833,-16.3333,61.93,65,25,13.49,scattered clouds
511,Bratsk,RU,56.1325,101.6142,19.76,87,100,10.78,overcast clouds
512,Guerrero Negro,MX,27.9769,-114.0611,72.09,42,0,2.17,clear sky
513,Pilar,BR,-9.5972,-35.9567,87.51,52,99,16.51,overcast clouds
514,Hommelvik,NO,63.4108,10.7942,18.68,72,100,7.18,overcast clouds
515,Pimentel,PE,-6.8367,-79.9342,69.78,74,96,12.77,overcast clouds
516,Humboldt,US,40.6665,-123.9178,49.33,71,34,1.79,scattered clouds
517,Sjenica,RS,43.2731,19.9994,32.85,99,100,8.77,light snow
518,Cortez,US,37.3489,-108.5859,49.95,35,0,1.88,clear sky
519,Coahuayana,MX,18.7333,-103.6833,88.74,41,0,1.86,clear sky
520,Princeton,US,25.5384,-80.4089,70.45,39,88,8.57,overcast clouds
521,Palana,RU,59.1167,159.9667,14.97,87,100,9.08,overcast clouds
522,Elko,US,41.0002,-115.5012,47.21,33,6,4.12,clear sky
523,Praia,CV,14.9215,-23.5087,75.85,68,100,19.57,overcast clouds
524,Saldanha,ZA,-33.0117,17.9442,64.33,78,5,9.35,clear sky
525,Luena,AO,-11.7833,19.9167,67.19,86,98,6.4,light rain
526,Skjervoy,NO,70.0311,20.9714,26.28,63,14,16.15,few clouds
527,Diu,IN,20.7141,70.9822,75.9,43,40,10.22,scattered clouds
528,Port Lincoln,AU,-34.7333,135.8667,64.13,68,100,12.28,overcast clouds
529,Moerai,PF,-22.4333,-151.3333,76.6,82,88,6.98,overcast clouds
530,Iskateley,RU,67.6803,53.1512,0.39,99,98,4.92,overcast clouds
531,Totness,SR,5.8833,-56.3167,81.93,80,83,7.85,broken clouds
532,Madang,PG,-5.2246,145.7966,76.86,90,98,2.82,light rain
533,West Bay,KY,19.3667,-81.4167,78.57,65,62,12.66,broken clouds
534,Dire Dawa,ET,9.5931,41.8661,68.52,40,41,5.91,scattered clouds
535,Mercedes,AR,-34.6515,-59.4307,77.81,42,43,18.7,scattered clouds
536,San Matias,BO,-16.3667,-58.4,92.75,47,67,9.22,broken clouds
537,Jertih,MY,5.7336,102.4897,75.2,93,100,1.92,overcast clouds
538,Luba,GQ,3.4568,8.5547,81.03,82,90,7.72,overcast clouds
539,San Andres,CO,12.5847,-81.7006,81.27,78,100,21.16,overcast clouds
540,Sabancuy,MX,18.9667,-91.1833,80.51,63,100,6.38,overcast clouds
541,Mount Gambier,AU,-37.8333,140.7667,51.69,71,2,4.94,clear sky
542,Vallenar,CL,-28.5708,-70.7581,80.6,26,1,8.34,clear sky
543,Boa Vista,BR,2.8197,-60.6733,91.17,44,58,8.37,broken clouds
544,Sukhumi,GE,43.0033,41.0153,62.67,63,76,7.76,broken clouds
545,Norrtalje,SE,59.758,18.705,26.31,82,74,4.85,broken clouds
546,Ullapool,GB,57.8987,-5.1604,45.91,95,100,12.84,overcast clouds
547,Korla,CN,41.7597,86.1469,25.65,66,10,4.32,clear sky
548,Ormara,PK,25.2088,64.6357,77.7,49,0,4.79,clear sky
549,Sendafa,ET,9.15,39.0333,49.91,46,6,6.87,clear sky
550,Christchurch,NZ,-43.5333,172.6333,54.99,91,100,2.33,overcast clouds
551,Lohardaga,IN,23.4333,84.6833,57.97,56,91,3.13,overcast clouds
552,Rawson,AR,-43.3002,-65.1023,70.09,35,3,11.03,clear sky
553,Sept-Iles,CA,50.2001,-66.3821,30.81,51,9,1.77,clear sky
554,Batagay-Alyta,RU,67.8006,130.4114,-20.49,97,99,3.33,overcast clouds
555,Davila,PH,18.4726,120.5763,77.63,85,80,26.4,broken clouds
556,Inta,RU,66.0317,60.1659,8.89,96,100,6.71,light snow
557,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,20.88,76,100,5.66,overcast clouds
558,Barcelos,PT,41.5388,-8.6151,51.8,80,75,5.7,broken clouds
559,Pouebo,NC,-20.4,164.5667,77.49,86,16,9.48,light rain
560,The Valley,AI,18.217,-63.0578,81.21,74,19,16.13,few clouds
561,Salta,AR,-24.7859,-65.4117,79.45,41,17,6.98,few clouds
562,Porto Novo,BJ,6.4965,2.6036,83.32,68,90,7.11,overcast clouds
563,Puerto Escondido,MX,15.85,-97.0667,85.39,49,11,4.85,few clouds
564,Gayny,RU,60.3071,54.3241,26.94,96,100,2.95,overcast clouds
565,Namasuba,UG,0.6894,32.4214,66.4,81,91,2.77,overcast clouds
566,Campbellton,CA,48.0075,-66.6727,28.27,72,98,1.99,overcast clouds
567,Makat,KZ,47.6469,53.3463,33.46,61,34,9.84,scattered clouds
568,Cambrils,ES,41.0748,1.0524,52.41,62,53,11.12,broken clouds
569,Canaries,ES,28.0,-15.5,57.51,71,90,15.48,overcast clouds
570,Sabang,ID,5.8933,95.3214,75.94,89,100,1.74,overcast clouds
571,Newtonhill,GB,57.0333,-2.15,48.81,82,100,17.94,overcast clouds
572,Baykit,RU,61.67,96.37,-3.91,98,99,1.92,overcast clouds
573,Chester,US,40.1254,-75.8749,38.14,56,28,14.05,scattered clouds
574,Dawson Creek,CA,55.7666,-120.2362,30.2,68,27,7.14,scattered clouds
575,Panzhihua,CN,26.5851,101.7128,57.25,72,83,3.47,broken clouds
576,Solnechnyy,RU,50.7214,136.6319,5.94,94,86,4.03,overcast clouds
577,Moussoro,TD,13.6408,16.4901,88.9,11,13,10.92,few clouds
578,Concarneau,FR,47.875,-3.9225,46.56,64,100,3.27,overcast clouds
579,Melfi,IT,40.9965,15.6514,40.53,80,75,6.62,broken clouds
580,Vibo Valentia,IT,38.6996,16.1274,45.36,83,100,17.74,overcast clouds
581,Ossora,RU,59.2353,163.0719,16.25,85,100,4.83,overcast clouds
582,Lehrte,DE,52.3833,9.9667,36.25,92,97,7.25,overcast clouds
583,Manyana,BW,-23.4,21.7167,78.01,41,78,9.53,light rain
584,Mandalgovi,MN,45.7625,106.2708,12.06,63,5,8.79,clear sky
585,Hualmay,PE,-11.0964,-77.6139,71.06,73,77,10.67,broken clouds
586,Balaipungut,ID,1.05,101.2833,74.48,86,49,2.68,scattered clouds
587,Kangaatsiaq,GL,68.3065,-53.4641,32.07,99,100,4.59,light snow
588,Tancanhuitz,MX,21.6,-98.9667,67.03,66,100,1.79,overcast clouds
589,Mogadishu,SO,2.0371,45.3438,81.68,76,27,13.49,scattered clouds
590,Jalu,LY,29.0331,21.5482,69.28,56,100,19.57,overcast clouds
591,Zwedru,LR,6.0667,-8.1281,79.79,70,81,3.11,light rain
592,Vakhtan,RU,57.9659,46.6889,34.77,98,100,8.39,overcast clouds
593,Maralal,KE,1.0968,36.698,60.82,86,74,7.14,broken clouds
594,Rio Brilhante,BR,-21.8019,-54.5464,80.29,71,97,5.17,light rain
595,Marsh Harbour,BS,26.5412,-77.0636,71.1,65,95,15.7,overcast clouds
596,Ariquemes,BR,-9.9133,-63.0408,90.32,53,88,1.86,overcast clouds
597,Stornoway,GB,58.2093,-6.3865,47.43,84,98,18.21,overcast clouds
598,Khon Kaen,TH,16.5,102.0833,68.29,76,71,2.37,broken clouds
599,Galveston,US,29.3669,-94.9669,60.21,65,1,6.04,clear sky
600,Husavik,IS,66.0449,-17.3389,23.63,76,100,8.55,overcast clouds
601,Tautira,PF,-17.7333,-149.15,79.43,80,98,17.63,light rain
602,Guican,CO,6.4618,-72.4113,57.36,79,99,1.21,overcast clouds
603,Teresopolis,BR,-22.4122,-42.9656,83.32,47,21,0.63,few clouds
604,Moose Factory,CA,51.2585,-80.6094,20.25,81,96,5.86,overcast clouds
605,Candolim,IN,15.5181,73.7626,76.98,82,27,9.78,light rain
606,Huari,PE,-9.3333,-77.2333,49.91,72,99,4.07,light rain
607,Bambanglipuro,ID,-7.95,110.2833,76.24,81,77,1.61,broken clouds
608,Blagoyevo,RU,63.3667,47.9167,-7.38,100,97,0.49,overcast clouds
609,Goundam,ML,16.4145,-3.6708,91.47,11,3,8.99,clear sky
610,Astakos,GR,38.5356,21.0814,59.65,59,57,26.35,light rain
611,Riyadh,SA,24.6877,46.7219,67.91,24,0,7.43,clear sky
612,Port Hedland,AU,-20.3167,118.5667,81.75,74,1,14.81,clear sky
613,Wanning,CN,18.8003,110.3967,68.41,82,46,8.97,scattered clouds
614,Rheden,NL,52.0167,6.05,39.25,86,65,5.28,broken clouds
615,Namtsy,RU,62.7161,129.6658,-13.07,100,99,1.61,overcast clouds
616,Omsukchan,RU,62.5333,155.8,-13.54,99,100,4.29,overcast clouds
617,Prainha,BR,-1.8,-53.48,91.18,46,48,5.46,scattered clouds
618,Umm Kaddadah,SD,13.6017,26.6876,83.17,24,36,11.77,scattered clouds
619,Black River,JM,18.0264,-77.8487,84.67,53,100,3.4,overcast clouds
620,Mollendo,PE,-17.0231,-72.0147,70.34,73,62,9.42,broken clouds
621,Souris,CA,49.6172,-100.2612,28.74,92,93,6.82,overcast clouds
622,Phalombe,MW,-15.8064,35.6507,75.42,42,20,4.99,few clouds
623,Geri,CY,35.1,33.4167,65.73,84,91,6.82,overcast clouds
624,Touros,BR,-5.1989,-35.4608,86.2,61,9,14.43,clear sky
625,Svetlogorsk,BY,52.6333,29.7333,44.91,98,100,5.19,overcast clouds
626,Rio Branco,BR,-9.9747,-67.81,86.58,59,99,3.2,overcast clouds
627,Damietta,EG,31.4165,31.8133,73.83,63,82,10.16,broken clouds
628,Aksu,CN,41.1231,80.2644,27.03,45,3,1.57,clear sky
629,Graaff-Reinet,ZA,-32.2522,24.5308,84.54,11,45,9.71,scattered clouds
630,Vung Tau,VN,10.346,107.0843,78.42,87,100,14.92,overcast clouds
631,Seymchan,RU,62.8833,152.4333,-13.63,99,100,2.17,overcast clouds
632,Eureka,US,40.8021,-124.1637,54.36,85,61,5.68,broken clouds
633,Bereznik,RU,62.8551,42.7072,1.71,98,100,3.04,overcast clouds
634,Tura,IN,25.5198,90.2201,60.35,75,73,4.27,broken clouds
635,Santa Maria Do Suacui,BR,-18.1903,-42.4142,88.39,44,93,4.09,overcast clouds
636,Asfi,MA,32.2994,-9.2372,63.34,63,0,16.6,clear sky
637,Novonukutskiy,RU,53.7002,102.7117,21.96,93,100,6.58,overcast clouds
638,Pontianak,ID,-0.0333,109.3333,74.97,94,99,2.48,overcast clouds
639,Raton,US,36.9034,-104.4391,60.66,20,0,3.13,clear sky
640,Ust-Omchug,RU,61.15,149.6333,-16.49,98,100,5.82,overcast clouds
641,Antofagasta,CL,-23.65,-70.4,68.58,61,0,8.1,clear sky
642,Kendari,ID,-3.945,122.4989,75.36,94,100,3.65,overcast clouds
643,Batemans Bay,AU,-35.7167,150.1833,53.96,94,4,3.76,clear sky
644,Manzanillo,CU,20.3433,-77.1167,81.64,62,64,4.7,broken clouds
645,Sortland,NO,68.6949,15.4162,27.68,86,100,7.34,snow
646,Bandar-E Lengeh,IR,26.5579,54.8807,74.8,58,0,1.95,clear sky
647,Okha,RU,53.5739,142.9478,20.59,76,100,15.14,overcast clouds
648,Tomatlan,MX,19.9333,-105.25,86.65,43,2,1.86,clear sky
649,Sirjan,IR,29.452,55.6814,55.06,37,84,3.94,broken clouds
650,Rochegda,RU,62.8,43.25,5.23,96,100,3.76,overcast clouds
651,Deniliquin,AU,-35.5333,144.9667,64.08,60,0,5.84,clear sky
652,Rio Grande,BR,-32.035,-52.0986,65.08,87,100,24.56,overcast clouds
653,Meadow Lake,US,34.8014,-106.5436,52.45,29,0,4.21,clear sky
654,Gogrial,SS,8.5332,28.1004,91.18,28,92,3.78,overcast clouds
655,Chkalovsk,RU,56.7647,43.2433,37.38,98,100,16.17,overcast clouds
656,Riviere-Du-Loup,CA,47.8304,-69.5342,24.58,70,65,5.73,broken clouds
657,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,84.47,65,77,13.49,broken clouds
658,Tilichiki,RU,60.4667,166.1,28.15,93,100,26.6,snow
659,Le Mars,US,42.7942,-96.1656,56.43,46,76,14.81,broken clouds
660,Kokuy,RU,52.2037,117.5529,-6.07,100,41,1.28,scattered clouds
661,Lobez,PL,53.6392,15.6213,34.56,84,98,8.97,overcast clouds
662,Marsa Matruh,EG,31.3525,27.2453,75.49,36,100,10.4,overcast clouds
663,Outram,MY,1.2829,103.8379,81.88,72,99,6.15,overcast clouds
664,Deltona,US,28.9005,-81.2637,66.88,40,0,8.16,clear sky
665,Isla Mujeres,MX,21.2311,-86.731,80.62,60,19,6.17,few clouds
666,General Roca,AR,-39.0333,-67.5833,82.08,15,6,5.79,clear sky
667,Samana,DO,19.2056,-69.3369,84.65,59,25,3.89,scattered clouds
668,Quang Ngai,VN,15.1167,108.8,73.98,97,100,10.29,overcast clouds
669,Paamiut,GL,61.994,-49.6678,33.28,96,100,31.25,light snow
670,Saint-Augustin,CA,51.226,-58.6502,35.73,65,35,16.93,scattered clouds
671,Sangin,AF,32.0728,64.8359,57.9,29,79,7.76,broken clouds
672,Damavand,IR,35.7178,52.065,41.68,68,26,4.43,scattered clouds
673,Pimenta Bueno,BR,-11.6725,-61.1936,89.33,56,77,5.91,broken clouds
674,Mandan,US,46.8267,-100.8896,46.99,62,26,11.92,scattered clouds
675,Inuvik,CA,68.3499,-133.7218,-21.19,99,96,7.7,overcast clouds
676,Istanbul,TR,41.0351,28.9833,62.04,69,100,27.34,light rain
677,Buncrana,IE,55.1333,-7.45,50.77,92,99,16.73,overcast clouds
678,San Fernando De Henares,ES,40.4239,-3.5326,50.52,60,9,6.29,clear sky
679,Southbridge,US,42.0751,-72.0334,37.18,65,93,6.73,overcast clouds
680,Camrose,CA,53.0168,-112.8353,31.46,83,50,7.43,scattered clouds
681,Ca Mau,VN,9.1769,105.15,73.83,99,100,4.68,moderate rain
682,Silver City,US,32.7701,-108.2803,55.38,27,0,4.47,clear sky
683,Namatanai,PG,-3.6667,152.4333,80.37,82,100,9.33,light rain
684,Zhangjiakou,CN,40.81,114.8794,26.8,60,79,14.34,broken clouds
685,Pemangkat,ID,1.1667,108.9667,79.23,80,100,3.94,moderate rain
686,Mugur-Aksy,RU,50.35,90.5,8.2,78,41,5.86,scattered clouds
687,Shakawe,BW,-18.3667,21.85,76.77,53,99,6.4,overcast clouds
688,Oksfjord,NO,70.2396,22.3479,13.01,78,13,11.43,few clouds
689,Antsohihy,MG,-14.8796,47.9875,78.1,84,52,4.32,light rain
690,Montepuez,MZ,-13.1256,38.9997,80.37,53,54,11.36,broken clouds
691,Songea,TZ,-10.6833,35.65,72.9,60,98,3.31,overcast clouds
692,Hanko,FI,59.8333,22.95,27.39,79,100,21.39,overcast clouds
693,Alekseyevsk,RU,57.8406,108.3492,11.39,90,100,9.89,overcast clouds
