City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Upington,ZA,2021-11-24 15:43:31,-28.4478,21.2561,88.18,19,20,11.5
295,Adrar,MR,2021-11-24 15:43:31,20.5022,-10.0711,90.16,19,75,4.47
296,Nasice,HR,2021-11-24 15:43:31,45.4886,18.0878,41.58,87,1,3.24
297,Venkatagiri,IN,2021-11-24 15:43:32,13.9667,79.5833,81.07,89,78,3.0
298,Gasa,PS,2021-11-24 15:43:32,31.5,34.4667,69.78,69,54,7.23
299,Acarau,BR,2021-11-24 15:41:11,-2.8856,-40.12,89.38,56,93,15.79
300,Sujiatun,CN,2021-11-24 15:43:32,41.6592,123.3392,17.78,79,8,0.0
301,Aswan,EG,2021-11-24 15:43:33,24.0934,32.907,79.9,21,0,5.75
302,Saint-Germain-De-Grantham,CA,2021-11-24 15:43:33,45.8334,-72.5658,30.47,74,0,1.99
303,Tambo,PE,2021-11-24 15:43:33,-14.8,-73.9167,42.75,66,100,3.4
304,Bay Roberts,CA,2021-11-24 15:42:51,47.5999,-53.2648,53.06,86,100,5.99
305,Porto Novo,BJ,2021-11-24 15:43:34,6.4965,2.6036,87.62,69,100,8.88
306,Tyukhtet,RU,2021-11-24 15:43:34,56.5389,89.3011,20.37,85,100,10.4
307,Tessalit,ML,2021-11-24 15:43:34,20.1986,1.0114,88.34,19,9,11.86
308,Provideniya,RU,2021-11-24 15:43:35,64.3833,-173.3,3.43,76,30,5.1
309,Maryborough,AU,2021-11-24 15:43:35,-25.5333,152.7,77.11,95,100,1.99
310,Baillif,GP,2021-11-24 15:43:35,16.0202,-61.7463,87.3,72,16,6.46
311,Upernavik,GL,2021-11-24 15:43:36,72.7868,-56.1549,23.23,86,100,11.81
312,Bamiantong,CN,2021-11-24 15:43:36,44.9333,130.5333,13.28,81,100,14.88
313,Atyrau,KZ,2021-11-24 15:43:36,47.1167,51.8833,24.82,86,40,15.66
314,Hirara,JP,2021-11-24 15:43:37,24.8,125.2833,70.61,62,86,12.97
315,Mayo,US,2021-11-24 15:34:30,38.8876,-76.5119,45.18,49,1,5.01
316,Darhan,MN,2021-11-24 15:43:37,49.4867,105.9228,11.41,91,46,3.62
317,Celestun,MX,2021-11-24 15:43:37,20.8667,-90.4,77.5,51,1,7.7
318,Saskylakh,RU,2021-11-24 15:34:23,71.9167,114.0833,-11.92,90,81,10.85
319,Mnogovershinnyy,RU,2021-11-24 15:43:38,53.9353,139.9242,25.83,98,100,4.74
320,Bichena,ET,2021-11-24 15:43:38,10.45,38.2,60.82,48,75,5.73
321,Deloraine,AU,2021-11-24 15:43:39,-41.5333,146.6667,57.7,1,30,1.83
322,Breyten,ZA,2021-11-24 15:44:39,-26.3018,29.987,58.23,74,98,11.48
323,Batticaloa,LK,2021-11-24 15:44:40,7.7102,81.6924,79.23,84,83,4.59
324,The Valley,AI,2021-11-24 15:44:40,18.217,-63.0578,87.66,69,40,6.91
325,Laje,BR,2021-11-24 15:44:40,-10.1833,-40.9667,88.36,40,94,6.22
326,Bardiyah,LY,2021-11-24 15:44:41,31.7561,25.0865,68.5,52,39,7.29
327,Vajszlo,HU,2021-11-24 15:44:41,45.8596,17.9841,42.12,58,0,5.14
328,Pombia,IT,2021-11-24 15:44:41,45.653,8.6336,50.99,72,0,2.3
329,Banjar,ID,2021-11-24 15:44:42,-8.19,114.9675,78.66,90,99,2.98
330,Codrington,AU,2021-11-24 15:44:42,-38.2667,141.9667,55.53,95,26,7.14
331,Zvishavane,ZW,2021-11-24 15:44:42,-20.3267,30.0665,67.06,80,33,10.29
332,Biak,ID,2021-11-24 15:44:43,-0.9131,122.8766,76.96,84,89,1.48
333,Lompoc,US,2021-11-24 15:44:43,34.6391,-120.4579,64.09,67,20,4.0
334,Puerto Escondido,MX,2021-11-24 15:40:02,15.85,-97.0667,77.83,73,1,8.05
335,Ossora,RU,2021-11-24 15:44:43,59.2353,163.0719,25.84,88,100,4.59
336,Opuwo,NA,2021-11-24 15:44:44,-18.0607,13.84,89.91,10,0,15.39
337,Gazanjyk,TM,2021-11-24 15:44:44,39.2446,55.5154,61.14,41,77,9.17
338,Wynyard,AU,2021-11-24 15:44:45,-41.0,145.7167,57.96,84,15,6.67
339,Talnakh,RU,2021-11-24 15:35:46,69.4865,88.3972,6.37,84,99,8.16
340,Bouca,CF,2021-11-24 15:44:46,6.5105,18.2733,84.92,33,6,3.33
341,Peace River,CA,2021-11-24 15:44:46,56.2501,-117.286,7.11,96,75,3.44
342,Portmore,JM,2021-11-24 15:44:46,17.9702,-76.8672,83.97,69,20,4.61
343,Port Hedland,AU,2021-11-24 15:44:47,-20.3167,118.5667,80.65,57,100,5.75
344,Lucapa,AO,2021-11-24 15:44:47,-8.4192,20.7447,74.98,77,97,2.46
345,Fortuna,US,2021-11-24 15:44:47,40.5982,-124.1573,40.48,50,90,1.99
346,Clyde River,CA,2021-11-24 15:44:48,70.4692,-68.5914,10.63,85,100,29.93
347,Fenoarivo,MG,2021-11-24 15:44:48,-18.933,47.4354,75.27,64,40,9.22
348,La Rioja,ES,2021-11-24 15:42:49,42.25,-2.5,41.49,94,96,4.16
349,Hervey Bay,AU,2021-11-24 15:44:48,-25.2986,152.8535,77.02,83,100,4.0
350,Bandarbeyla,SO,2021-11-24 15:44:49,9.4942,50.8122,81.1,76,84,20.13
351,Okhotsk,RU,2021-11-24 15:44:49,59.3833,143.3,7.72,73,94,12.88
352,Konstantinovka,RU,2021-11-24 15:44:49,49.6167,127.9833,15.94,90,90,12.41
353,Saldanha,ZA,2021-11-24 15:35:37,-33.0117,17.9442,78.85,72,1,27.0
354,Cefalu,IT,2021-11-24 15:44:50,38.0386,14.0229,64.54,70,84,1.01
355,Praya,CV,2021-11-24 15:44:50,14.9215,-23.5087,84.74,58,0,10.36
356,Atasu,KZ,2021-11-24 15:44:50,48.6814,71.6433,35.01,83,100,13.73
357,Sabha,LY,2021-11-24 15:44:51,27.0377,14.4283,75.72,24,97,2.89
358,Mataram,ID,2021-11-24 15:44:51,-8.5833,116.1167,77.81,87,98,3.27
359,Tautira,PF,2021-11-24 15:44:52,-17.7333,-149.15,77.0,79,49,7.43
360,Namatanai,PG,2021-11-24 15:44:52,-3.6667,152.4333,80.2,79,89,7.65
361,Boende,CD,2021-11-24 15:44:52,-0.2167,20.8667,80.31,69,93,2.28
362,Acari,PE,2021-11-24 15:44:53,-15.4311,-74.6158,74.1,61,100,8.12
363,Minot,US,2021-11-24 15:44:53,48.2325,-101.2963,25.79,86,90,18.41
364,Kundiawa,PG,2021-11-24 15:44:53,-6.0167,144.9667,60.13,96,99,3.47
365,Walvis Bay,NA,2021-11-24 15:45:54,-22.9575,14.5053,65.35,68,40,8.05
366,Westport,US,2021-11-24 15:43:50,41.1415,-73.3579,40.44,44,1,4.0
367,Russell,US,2021-11-24 15:44:34,32.3502,-85.1999,55.38,48,0,7.25
368,Dno,RU,2021-11-24 15:45:54,57.8277,29.9637,37.49,82,95,10.36
369,Hamilton,US,2021-11-24 15:44:49,39.1834,-84.5333,46.58,54,75,1.01
370,Enshi,CN,2021-11-24 15:45:55,30.3,109.4833,45.97,81,1,1.01
371,Yantzaza,EC,2021-11-24 15:45:55,-3.8278,-78.7594,72.73,92,100,2.46
372,Eureka,US,2021-11-24 15:44:12,40.8021,-124.1637,40.75,60,56,5.59
373,Diapaga,BF,2021-11-24 15:45:55,12.0708,1.7889,98.08,11,100,9.64
374,Babahoyo,EC,2021-11-24 15:45:56,-1.8167,-79.5167,79.74,65,99,0.92
375,Cockburn Town,TC,2021-11-24 15:45:56,21.4612,-71.1419,78.76,65,75,13.8
376,Truth Or Consequences,US,2021-11-24 15:45:56,33.1284,-107.2528,55.63,50,90,10.36
377,Idlib,SY,2021-11-24 15:45:57,35.9306,36.6339,58.39,55,69,2.06
378,San Quintin,MX,2021-11-24 15:45:57,30.4833,-115.95,61.74,76,98,0.76
379,Chunskiy,RU,2021-11-24 15:45:57,56.0815,99.6342,23.31,90,90,8.12
380,Cognac,FR,2021-11-24 15:45:58,45.5,-0.25,46.9,76,0,8.05
381,Seminole,US,2021-11-24 15:45:58,28.7086,-81.2081,70.02,73,20,1.01
382,Lamar,US,2021-11-24 15:45:58,33.6668,-95.5836,63.36,82,75,14.97
383,Sulina,RO,2021-11-24 15:45:59,45.1559,29.6536,40.53,61,13,3.27
384,Nuuk,GL,2021-11-24 15:45:59,64.1835,-51.7216,32.61,100,90,35.68
385,Praia Da Vitoria,PT,2021-11-24 15:45:59,38.7333,-27.0667,66.76,82,75,29.04
386,Chapais,CA,2021-11-24 15:46:00,49.7834,-74.8492,17.38,74,17,10.04
387,Phan Thiet,VN,2021-11-24 15:45:03,10.9333,108.1,77.02,83,100,9.93
388,Puerto Cabezas,NI,2021-11-24 15:46:00,14.0351,-83.3888,78.76,94,75,11.5
389,Alta Floresta,BR,2021-11-24 15:46:01,-9.8756,-56.0861,89.42,70,20,3.44
390,Serik,TR,2021-11-24 15:46:01,36.9169,31.0989,62.67,87,100,4.12
391,Nouakchott,MR,2021-11-24 15:46:02,18.0858,-15.9785,102.13,30,100,10.87
392,Northam,GB,2021-11-24 15:46:02,51.0333,-4.2167,49.42,78,77,6.62
393,Ambulu,ID,2021-11-24 15:46:02,-8.345,113.6058,77.34,88,100,2.89
394,Maralal,KE,2021-11-24 15:46:02,1.0968,36.698,68.86,48,63,8.19
395,Holden,US,2021-11-24 15:46:03,42.3518,-71.8634,36.25,50,1,3.0
396,Sakakah,SA,2021-11-24 15:46:03,29.9697,40.2064,69.37,39,25,12.44
397,Kalmunai,LK,2021-11-24 15:46:04,7.4167,81.8167,78.51,87,92,4.43
398,Santander,ES,2021-11-24 15:46:04,43.4647,-3.8044,54.46,83,40,1.14
399,Nabha,IN,2021-11-24 15:46:04,30.3747,76.1486,64.08,28,0,7.0
400,Gilbues,BR,2021-11-24 15:46:05,-9.8317,-45.3439,87.24,53,88,4.29
401,Sioux Lookout,CA,2021-11-24 15:46:05,50.1001,-91.917,25.18,93,90,12.66
402,Mola Di Bari,IT,2021-11-24 15:46:05,41.0609,17.0873,61.41,88,100,4.43
403,Vostok,RU,2021-11-24 15:46:06,46.4856,135.8833,6.94,97,100,4.0
404,Egvekinot,RU,2021-11-24 15:46:06,66.3167,-179.1667,-4.5,73,100,5.39
405,Riobamba,EC,2021-11-24 15:46:07,-1.6667,-78.6333,61.16,82,75,4.61
406,Port Augusta,AU,2021-11-24 15:46:07,-32.5,137.7667,67.71,90,100,11.74
407,Eskil,TR,2021-11-24 15:47:08,38.4017,33.4131,51.17,84,100,12.59
408,Raudeberg,NO,2021-11-24 15:47:08,61.9875,5.1352,39.2,95,95,7.0
409,Hualmay,PE,2021-11-24 15:47:08,-11.0964,-77.6139,70.61,72,89,11.01
410,Richards Bay,ZA,2021-11-24 15:47:09,-28.783,32.0377,67.53,67,99,13.18
411,Chebenki,RU,2021-11-24 15:47:09,51.9337,55.7077,-4.25,100,42,4.0
412,Inverbervie,GB,2021-11-24 15:47:10,56.8446,-2.28,42.69,67,85,13.04
413,Sibolga,ID,2021-11-24 15:47:10,1.7427,98.7792,76.44,80,67,2.93
414,Colwyn Bay,GB,2021-11-24 15:47:11,53.2948,-3.7267,48.87,96,99,7.0
415,Yeniseysk,RU,2021-11-24 15:47:11,58.4497,92.1703,21.52,88,100,9.66
416,Portland,US,2021-11-24 15:46:49,45.5234,-122.6762,40.93,94,90,1.99
417,Atambua,ID,2021-11-24 15:47:11,-9.1061,124.8925,76.21,83,59,1.41
418,Kudahuvadhoo,MV,2021-11-24 15:47:12,2.6708,72.8944,81.86,72,100,18.39
419,Sisimiut,GL,2021-11-24 15:47:12,66.9395,-53.6735,30.78,82,85,28.34
420,Matara,LK,2021-11-24 15:47:12,5.9485,80.5353,75.81,92,100,2.82
421,Puga,MX,2021-11-24 15:47:13,21.5833,-104.8167,73.78,52,40,1.23
422,Amazar,RU,2021-11-24 15:47:13,53.858,120.875,2.12,89,89,2.77
423,Port Hardy,CA,2021-11-24 15:45:07,50.6996,-127.4199,44.6,87,90,12.66
424,Rawson,AR,2021-11-24 15:47:14,-43.3002,-65.1023,77.74,34,0,11.07
425,Morgan City,US,2021-11-24 15:47:14,29.6994,-91.2068,68.0,72,1,8.05
426,Lavrentiya,RU,2021-11-24 15:47:15,65.5833,-171.0,-4.18,92,16,8.41
427,Bambari,CF,2021-11-24 15:47:15,5.768,20.6757,84.87,37,0,3.56
428,Balsas,BR,2021-11-24 15:43:42,-7.5325,-46.0356,91.0,47,48,5.32
429,Abu Samrah,SY,2021-11-24 15:47:16,35.3029,37.1841,63.05,49,68,3.36
430,Bucerias,MX,2021-11-24 15:46:33,20.75,-105.3333,78.98,73,1,6.91
431,Ruwi,OM,2021-11-24 15:47:16,23.5996,58.5507,80.29,47,45,5.08
432,Rodrigues Alves,BR,2021-11-24 15:47:17,-7.738,-72.6509,77.2,46,100,1.74
433,Hopatcong,US,2021-11-24 15:46:03,40.9329,-74.6593,38.79,60,11,1.99
434,Leningradskiy,RU,2021-11-24 15:47:17,69.3833,178.4167,-13.95,91,100,3.51
435,Poshekhonye,RU,2021-11-24 15:47:18,58.4993,39.1353,30.76,97,100,13.18
436,Broken Hill,AU,2021-11-24 15:47:18,-31.95,141.4333,67.71,88,90,13.8
437,Makakilo City,US,2021-11-24 15:47:19,21.3469,-158.0858,73.72,84,1,4.61
438,Dumas,US,2021-11-24 15:47:19,35.8656,-101.9732,60.12,38,1,14.97
439,Dalby,AU,2021-11-24 15:47:20,-27.1833,151.2667,70.5,89,99,11.12
440,Iberia,US,2021-11-24 15:47:20,29.9502,-91.7507,65.97,63,1,10.36
441,Rajanpur,PK,2021-11-24 15:47:20,29.1035,70.325,71.62,13,0,9.64
442,Kodinsk,RU,2021-11-24 15:47:21,58.6881,99.1844,11.03,98,91,4.16
443,Saint-Pierre-Des-Corps,FR,2021-11-24 15:47:21,47.3833,0.7333,38.43,85,90,8.05
444,Mayskiy,RU,2021-11-24 15:47:22,47.6931,40.1025,29.44,59,3,4.16
445,Sambava,MG,2021-11-24 15:47:22,-14.2667,50.1667,76.89,72,6,7.43
446,Constantine,DZ,2021-11-24 15:47:23,36.365,6.6147,54.81,76,75,14.97
447,Lerwick,GB,2021-11-24 15:47:23,60.1545,-1.1494,41.0,66,65,30.69
448,Jati,PK,2021-11-24 15:47:23,24.3539,68.2671,77.14,54,14,8.34
449,Sucua,EC,2021-11-24 15:47:24,-2.4667,-78.1667,75.94,73,75,2.3
450,Gamba,GA,2021-11-24 15:47:24,-2.65,10.0,78.39,83,88,5.32
451,Tabas,IR,2021-11-24 15:47:25,33.5959,56.9244,61.97,31,0,2.93
452,Katsuura,JP,2021-11-24 15:47:25,35.1333,140.3,53.71,63,0,6.78
453,Vila Franca Do Campo,PT,2021-11-24 15:47:26,37.7167,-25.4333,68.2,77,91,21.85
454,Knysna,ZA,2021-11-24 15:47:26,-34.0363,23.0471,66.58,72,80,11.83
455,La Salle,US,2021-11-24 15:43:46,41.3334,-89.0918,45.82,57,1,19.57
456,Maraba,BR,2021-11-24 15:48:27,-5.3686,-49.1178,84.38,79,75,3.44
457,Dagana,MR,2021-11-24 15:48:27,16.5165,-15.5068,103.98,13,100,13.73
458,Gaffney,US,2021-11-24 15:48:27,35.0718,-81.6498,47.44,34,0,3.51
459,Wangkui,CN,2021-11-24 15:48:28,46.8333,126.5,13.01,89,97,9.46
460,Oxford,GB,2021-11-24 15:47:36,51.7522,-1.256,44.78,86,75,2.3
461,Pochutla,MX,2021-11-24 15:48:28,15.7432,-96.4661,84.81,50,0,3.71
462,Omboue,GA,2021-11-24 15:48:28,-1.5746,9.2618,78.6,82,91,6.26
463,Neryungri,RU,2021-11-24 15:48:29,56.6709,124.6491,-16.22,98,81,1.03
464,Port Blair,IN,2021-11-24 15:48:29,11.6667,92.75,81.59,85,99,13.31
465,Vigeland,NO,2021-11-24 15:48:29,58.0844,7.305,49.95,83,86,16.42
466,Cap Malheureux,MU,2021-11-24 15:48:30,-19.9842,57.6142,79.29,70,10,3.0
467,Khanpur,PK,2021-11-24 15:44:26,28.6453,70.6567,72.57,12,0,7.36
468,Mitsamiouli,KM,2021-11-24 15:48:30,-11.3847,43.2844,86.29,62,40,5.75
469,Muskegon,US,2021-11-24 15:46:54,43.3,-86.1334,47.95,61,75,20.71
470,Kununurra,AU,2021-11-24 15:43:31,-15.7667,128.7333,84.18,79,40,2.3
471,Cabo San Lucas,MX,2021-11-24 15:47:50,22.8909,-109.9124,78.51,69,56,9.1
472,Inongo,CD,2021-11-24 15:48:30,-1.95,18.2667,74.82,86,97,5.95
473,Kargil,IN,2021-11-24 15:48:31,34.5667,76.1,21.45,58,99,3.49
474,Airai,TL,2021-11-24 15:48:31,-8.9266,125.4092,62.6,93,58,0.65
475,Wanning,CN,2021-11-24 15:48:32,18.8003,110.3967,65.71,85,48,9.64
476,Falam,MM,2021-11-24 15:48:32,22.9167,93.6833,51.06,88,6,2.04
477,Sept-Iles,CA,2021-11-24 15:47:01,50.2001,-66.3821,34.32,60,20,8.01
478,Vagur,FO,2021-11-24 15:48:32,61.4732,-6.8119,42.28,77,76,49.75
479,Kaliua,TZ,2021-11-24 15:48:33,-5.0606,31.7936,78.8,45,74,1.9
480,Roros,NO,2021-11-24 15:48:33,62.5747,11.3842,31.84,100,90,3.44
481,Camacha,PT,2021-11-24 15:48:33,33.0833,-16.3333,64.53,52,20,12.66
482,Sabang,ID,2021-11-24 15:48:34,5.8933,95.3214,77.4,89,100,15.37
483,Klaksvik,FO,2021-11-24 15:48:34,62.2266,-6.589,38.32,81,100,51.09
484,Guilin,CN,2021-11-24 15:48:34,25.2819,110.2864,50.11,65,29,3.02
485,Muyezerskiy,RU,2021-11-24 15:48:35,63.9333,31.65,20.79,92,100,10.76
486,Dukat,RU,2021-11-24 15:48:35,62.55,155.55,-7.42,100,78,3.31
487,San Cristobal,VE,2021-11-24 15:48:35,7.7669,-72.225,69.98,75,86,4.27
488,Dong Hoi,VN,2021-11-24 15:48:36,17.4833,106.6,64.81,83,90,11.72
489,Saurimo,AO,2021-11-24 15:48:36,-9.6608,20.3916,71.2,89,100,3.53
490,Novobirilyussy,RU,2021-11-24 15:48:36,56.9514,90.6661,18.12,89,100,8.88
491,Saint-Louis,SN,2021-11-24 15:48:37,16.3333,-15.0,103.64,13,100,13.69
492,Aripuana,BR,2021-11-24 15:48:37,-9.1667,-60.6333,97.43,39,76,1.45
493,Hot Springs,US,2021-11-24 15:48:25,34.5037,-93.0552,55.8,52,90,7.0
494,Chengde,CN,2021-11-24 15:48:37,40.9725,117.9361,30.54,57,0,4.45
495,Ballina,AU,2021-11-24 15:48:38,-28.8667,153.5667,69.98,100,75,6.91
496,Krasnaya Gorbatka,RU,2021-11-24 15:48:38,55.8703,41.7641,23.63,92,100,16.44
497,Matamoros,MX,2021-11-24 15:44:43,25.5333,-103.25,69.57,40,17,1.23
498,Hay River,CA,2021-11-24 15:48:38,60.8156,-115.7999,-14.82,84,40,3.44
499,Banda Aceh,ID,2021-11-24 15:49:39,5.5577,95.3222,75.99,93,100,10.04
500,Lazaro Cardenas,MX,2021-11-24 15:49:39,17.9583,-102.2,81.21,72,8,3.53
501,Tocopilla,CL,2021-11-24 15:49:40,-22.092,-70.1979,68.58,67,75,9.98
502,Pierre,US,2021-11-24 15:45:05,44.3683,-100.351,32.86,76,20,1.99
503,Santa Lucia,ES,2021-11-24 15:49:40,27.9117,-15.5407,64.76,77,40,9.22
504,Villa Carlos Paz,AR,2021-11-24 15:49:41,-31.4241,-64.4978,87.39,50,42,18.01
505,Porto Walter,BR,2021-11-24 15:49:41,-8.2686,-72.7439,94.95,40,100,1.32
506,Oxapampa,PE,2021-11-24 15:49:41,-10.5775,-75.4017,62.06,96,100,0.49
507,Lata,PT,2021-11-24 15:49:41,40.1629,-8.3327,56.05,60,5,7.49
508,Sao Miguel Do Araguaia,BR,2021-11-24 15:49:42,-13.275,-50.1628,88.23,57,87,3.98
509,Praia,CV,2021-11-24 15:49:42,14.9215,-23.5087,84.74,58,0,10.36
510,College,US,2021-11-24 15:49:42,64.8569,-147.8028,-10.41,71,20,6.91
511,Ozernovskiy,RU,2021-11-24 15:49:43,51.5,156.5167,36.97,95,100,9.8
512,Corrente,BR,2021-11-24 15:49:43,-3.7367,-43.3394,98.76,33,57,3.47
513,Acurenam,GQ,2021-11-24 15:49:44,1.0322,10.6488,73.45,91,87,2.73
514,Bud,US,2021-11-24 15:49:44,39.447,-86.1758,46.2,58,98,14.85
515,Espanola,US,2021-11-24 15:49:44,35.9911,-106.0806,47.64,84,100,1.61
516,Bilibino,RU,2021-11-24 15:49:45,68.0546,166.4372,-13.81,92,100,2.17
517,Puerto Del Rosario,ES,2021-11-24 15:49:45,28.5004,-13.8627,71.35,78,20,10.36
518,Union De San Antonio,MX,2021-11-24 15:49:45,21.1,-101.9667,66.81,52,28,5.97
519,Labuhan,ID,2021-11-24 15:49:45,-6.8844,112.2051,80.65,81,100,8.08
520,Tezu,IN,2021-11-24 15:49:46,27.9167,96.1667,63.12,65,22,4.21
521,Salme,NP,2021-11-24 15:49:46,28.0369,85.0942,50.29,87,83,1.07
522,Ouadda,CF,2021-11-24 15:49:46,8.0777,22.4007,80.58,30,5,2.84
523,Havelock,US,2021-11-24 15:48:37,34.8791,-76.9013,48.15,44,1,3.0
524,Ahipara,NZ,2021-11-24 15:49:47,-35.1667,173.1667,57.47,91,48,3.24
525,Geraldton,AU,2021-11-24 15:47:32,-28.7667,114.6,65.12,72,0,8.05
526,Prado,BR,2021-11-24 15:49:47,-17.3411,-39.2208,82.38,62,35,9.48
527,Novoagansk,RU,2021-11-24 15:49:47,61.9449,76.6625,2.23,97,99,7.34
528,Lumut,MY,2021-11-24 15:49:48,4.2323,100.6298,80.62,94,20,0.0
529,Doha,QA,2021-11-24 15:49:48,25.2867,51.5333,76.98,53,0,11.5
530,Ascension,US,2021-11-24 15:49:48,30.2169,-90.9001,66.02,76,1,5.75
531,Tomatlan,MX,2021-11-24 15:49:49,19.9333,-105.25,80.38,54,6,2.08
532,Diamantino,BR,2021-11-24 15:49:49,-14.4086,-56.4461,90.79,52,99,3.98
533,Olavarria,AR,2021-11-24 15:49:49,-36.8927,-60.3225,93.47,21,0,14.23
534,Palafrugell,ES,2021-11-24 15:49:50,41.9174,3.1631,54.46,58,100,1.43
535,Ewa Beach,US,2021-11-24 15:49:50,21.3156,-158.0072,75.15,84,1,4.0
536,Sinnamary,GF,2021-11-24 15:49:50,5.3833,-52.95,85.12,68,42,8.7
537,Moerai,PF,2021-11-24 15:49:51,-22.4333,-151.3333,73.76,70,100,6.38
538,Ormstown,CA,2021-11-24 15:49:51,45.1334,-73.9992,32.85,38,0,7.63
539,Marsabit,KE,2021-11-24 15:49:51,2.3284,37.9899,78.17,35,32,7.25
540,Tangier,MA,2021-11-24 15:49:51,35.7806,-5.8137,61.86,63,75,12.66
541,Hobyo,SO,2021-11-24 15:49:52,5.3505,48.5268,81.97,74,50,12.19
542,Berlevag,NO,2021-11-24 15:49:52,70.8578,29.0864,28.35,80,75,14.97
543,Hinton,CA,2021-11-24 15:49:52,53.4001,-117.5857,22.1,88,93,5.06
544,Ekhabi,RU,2021-11-24 15:49:53,53.5102,142.9671,32.61,97,99,3.8
545,Caruray,PH,2021-11-24 15:49:53,10.3094,119.0128,79.86,86,97,9.75
546,Ovre Ardal,NO,2021-11-24 15:49:53,61.3167,7.8,38.28,99,100,4.7
